iter	Logloss
130	0.05171908935
131	0.05132762405
132	0.05093975427
133	0.0505590979
134	0.05018214944
135	0.04981210642
136	0.04944566078
137	0.04908452183
138	0.04872918501
139	0.04837801866
140	0.04803111653
141	0.04768916095
142	0.04735229599
143	0.04701920537
144	0.04669007162
145	0.04636561871
146	0.04604601736
147	0.04573032012
148	0.04541806256
149	0.04511055164
150	0.04480588933
151	0.0445066411
152	0.04420996582
153	0.04391762118
154	0.04362864979
155	0.04334331552
156	0.04306219394
157	0.04278363225
158	0.0425092938
159	0.04223828825
160	0.04197025547
161	0.04170467146
162	0.04144405015
163	0.04118583848
164	0.04093046611
165	0.04067838565
166	0.04042926431
167	0.04018312693
168	0.03993994867
169	0.03969984812
170	0.03946240246
171	0.03922708581
172	0.03899452897
173	0.03876589052
174	0.03853991938
175	0.03831477029
176	0.03809350294
177	0.03787383127
178	0.03765881434
179	0.0374446474
180	0.03723297517
181	0.03702127064
182	0.03681030497
183	0.03660273862
184	0.03639808856
185	0.03619258044
186	0.0359923138
187	0.03579261651
188	0.03559851833
189	0.03540842421
190	0.03521798986
191	0.03503077167
192	0.03484492687
193	0.03465668919
194	0.03447273932
195	0.03428853303
196	0.03410680344
197	0.03392639197
198	0.03375014228
199	0.0335749574
200	0.03340407896
201	0.03323541395
202	0.03306795781
203	0.03290163726
204	0.03273819822
205	0.03257498145
206	0.03241383222
207	0.03225466982
208	0.03209668025
209	0.03194068931
210	0.03178568371
211	0.03163301634
212	0.03147624309
213	0.03132085316
214	0.03116919721
215	0.03101697626
216	0.03086855821
217	0.03071797267
218	0.03057353074
219	0.03043025422
220	0.03028966052
221	0.03014987645
222	0.03001096162
223	0.02987373869
224	0.02973758212
225	0.02960194678
226	0.02946828244
227	0.02933544324
228	0.02920435431
229	0.02907029446
230	0.0289360468
231	0.02880548003
232	0.02867263928
233	0.0285440553
234	0.02841568179
235	0.02828913213
236	0.02816669426
237	0.02804416294
238	0.02792407076
239	0.02780388482
240	0.02768421856
241	0.02756595332
242	0.02744855297
243	0.02733255737
244	0.02721737201
245	0.02710182468
246	0.02698882545
247	0.02687558408
248	0.0267647601
249	0.02665322864
250	0.02654373553
251	0.02643368114
252	0.02632529351
253	0.02621747895
254	0.02611102567
255	0.0260051076
256	0.02589990509
257	0.02579535792
258	0.02569197211
259	0.02558839756
260	0.02548730404
261	0.02538566229
262	0.02528470072
263	0.02518503182
264	0.02508685893
265	0.02498853517
266	0.02489039954
267	0.02479375806
268	0.02469775577
269	0.02460227162
270	0.02450704264
271	0.02441337239
272	0.02431926069
273	0.02422744688
274	0.02413534808
275	0.02404453264
276	0.02395320715
277	0.0238635332
278	0.02377394525
279	0.02368499308
280	0.02359733482
281	0.0235092494
282	0.02342277579
283	0.02333647665
284	0.02325077665
285	0.02316627745
286	0.02308119213
287	0.02299766491
288	0.02291456455
289	0.02283188918
290	0.02274956213
291	0.02266818378
292	0.02258694638
293	0.02250676323
294	0.0224268632
295	0.02234761262
296	0.02226932595
297	0.0221907692
298	0.02211253221
299	0.02203562918
300	0.02195898102
301	0.02188282212
302	0.02180707765
303	0.02173160048
304	0.02165753643
305	0.02158361798
306	0.02151023441
307	0.02143618216
308	0.02136439675
309	0.02129206496
310	0.02122014233
311	0.02114929135
312	0.02107795763
313	0.02100794514
314	0.02093811675
315	0.02086862425
316	0.0208005573
317	0.02073175615
318	0.02066314096
319	0.02059620526
320	0.02052840342
321	0.02046278926
322	0.02039553163
323	0.02033050451
324	0.02026471527
325	0.02019956491
326	0.02013465328
327	0.02007083657
328	0.02000723407
329	0.0199441084
330	0.01988118483
331	0.01981776487
332	0.01975615043
333	0.01969506467
334	0.01963319288
335	0.01957190751
336	0.01951167515
337	0.01945056114
338	0.01939174191
339	0.01933129442
340	0.01927235505
341	0.01921433366
342	0.01915476657
343	0.01909737196
344	0.01903991308
345	0.01898203759
346	0.01892525765
347	0.01886894212
348	0.0188127337
349	0.01875680313
350	0.01870103522
351	0.01864583883
352	0.01859041583
353	0.01853540602
354	0.01848154329
355	0.01842730337
356	0.01837305476
357	0.018320752
358	0.01826713917
359	0.01821449026
360	0.01816206456
361	0.01810981271
362	0.01805888303
363	0.01800621456
364	0.01795548356
365	0.01790511267
366	0.01785432578
367	0.01780422125
368	0.01775455382
369	0.0177041792
370	0.01765415041
371	0.01760489897
372	0.01755693834
373	0.01750852416
374	0.01745992371
375	0.01741165668
376	0.01736364017
377	0.01731681389
378	0.01727007919
379	0.01722263421
380	0.01717545837
381	0.01712943024
382	0.01708327048
383	0.01703753229
384	0.01699131324
385	0.01694450031
386	0.01689582101
387	0.01685099521
388	0.01680378088
389	0.01675844969
390	0.01671097986
391	0.01666752839
392	0.01662429826
393	0.016580428
394	0.01653692778
395	0.0164940708
396	0.01644954458
397	0.01640671802
398	0.01636200864
399	0.01631761994
400	0.01627508706
401	0.01623010729
402	0.01618851069
403	0.01614709043
404	0.01610599117
405	0.01606553483
406	0.01602462182
407	0.01598413382
408	0.01594351449
409	0.01590382836
410	0.01586435611
411	0.01582421393
412	0.01578495589
413	0.01574607069
414	0.01570726528
415	0.01566646248
416	0.01562835493
417	0.01558453559
418	0.01554653514
419	0.01550775735
420	0.01546583076
421	0.01542758476
422	0.0153899227
423	0.01535303798
424	0.0153154827
425	0.01527918161
426	0.01524221369
427	0.0152049001
428	0.01516870627
429	0.0151328578
430	0.01509679854
431	0.0150605212
432	0.01502229165
433	0.01498604907
434	0.01494996529
435	0.01491036064
436	0.01487488827
437	0.01483917764
438	0.0148019325
439	0.0147670717
440	0.01473236969
441	0.01469793388
442	0.01466357723
443	0.01462991893
444	0.01459575196
445	0.01456227681
446	0.01452845552
447	0.01449540521
448	0.01446145245
449	0.01442883024
450	0.01439581082
451	0.01436244184
452	0.01432901776
453	0.01429743925
454	0.01426430869
455	0.01423286445
456	0.01419992046
457	0.01416785798
458	0.01413587776
459	0.01410402916
460	0.01407228752
461	0.01404073245
462	0.01400914975
463	0.01397770162
464	0.01394726631
465	0.01391595276
466	0.01388471869
467	0.01385465637
468	0.01382449005
469	0.01379293079
470	0.01376289626
471	0.01373302347
472	0.01370258722
473	0.01367204388
474	0.01364254113
475	0.01361306586
476	0.01358279167
477	0.01355374123
478	0.01352434854
479	0.01349550889
480	0.01346643719
481	0.01343749386
482	0.01340879205
483	0.01337966525
484	0.01335104291
485	0.01332252752
486	0.01329406413
487	0.01326576279
488	0.01323740634
489	0.01320907753
490	0.01318114608
491	0.01315292421
492	0.01312496839
493	0.01309706426
494	0.01307025583
495	0.01304243443
496	0.0130147445
497	0.01298809486
498	0.01296075045
499	0.01293389002
